,Theme,Genre,Title
2663,every,action adventure fantasy,one piece open upon great sea father 's huge huge dream
433,every,action mystery supernatural,durarara
842,historical martial arts martial artsmartial,action fantasy,fog hill five elements
371,idols male idols male idols music,drama,idolish second beat
3423,school,action supernatural,witch craft works
3088,workplace,comedy supernatural,miss shachiku little baby ghost
1697,every,action boys love boys loveboys comedy supernatural,spiritpact bond underworld
700,every,drama mystery romance,ef tale memories
3739,mecha,action drama sci fi,blassreiter
644,historical,drama,les miserables shoujo cosette
3316,every,drama fantasy horror mystery,mermaid forest
3145,historical mythology time time travel time traveltime,action adventure fantasy,yashahime princess half demon second act
2018,idols female idols female idols music,sci fi,akb
1373,mahou shoujo mahou shoujomahou,action fantasy,tropical rouge pretty cure
3379,isekai mythology reverse harem reverse haremreverse,fantasy romance,kamigami asobi
3792,idols female idols female idols,comedy slice life slice lifeslice,long
1392,school showbiz visual arts visual artsvisual,drama,smile runway
794,mecha military space,action drama sci fi,mobile suit gundam hathaway
3471,adult cast adult castadult music,comedy drama romance,nana episode episode episode nana specials
246,every,award winning award winningaward drama romance supernatural,forest fireflies ' light
3042,every,action supernatural,hakuouki reimeiroku tokuten disc
734,iyashikei,slice life slice lifeslice,play cool guys
505,every,action adventure fantasy romance,yona dawn
1878,every,action sci fi,aoki hagane arpeggio ars nova dc arpeggio blue steel ars nova movie gekijouban aoki hagane arpeggio
1446,idols female idols female idols music school,slice life slice lifeslice,aikatsu idol katsudou idol ga tsudou aidoru ga tsudou aikatsu idol ga tsudou
2685,historical martial arts martial artsmartial,action adventure fantasy,transcending nine heavens
3328,every,comedy,tales symphonia animation united world episode specials
3200,isekai mecha,adventure drama fantasy romance sci fi,escaflowne girl gaea
1011,music school,drama sci fi,sing bit harmony
108,gore military survival,action drama suspense,attack titan season
1961,every,adventure comedy sci fi,doraemon movie nobita wan nyan spacetime odyssey
2722,detective,comedy mystery,detective conan ova high school girl detective sonoko suzuki 's case files
3396,every,mystery,kindaichi shounen jikenbo kindaichi case files black magic murder case
2405,every,adventure fantasy,mary witch 's flower
3808,video game video gamevideo,action adventure fantasy,sword art online alicization recap sword art online alicization war underworld episode
3651,every,comedy fantasy slice life slice lifeslice,muromi san
543,military,action adventure drama fantasy,fullmetal alchemist brotherhood ova collection
3211,anthropomorphic,action adventure fantasy,grimoire zero
2411,love polygon love polygonlove school,drama romance,love love
1860,every,action adventure fantasy,pok mon hisuian snow
259,martial arts martial artsmartial,action adventure fantasy,naruto shippuden
838,long,action mystery supernatural,bungo stray dogs
1017,vampire,action adventure horror,jojo 's bizarre adventure phantom blood
1743,music performing arts performing artsperforming reverse harem reverse haremreverse school,romance,kin iro corda primo passo summer encore golden chord la corda d'oro primo passo episode
612,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei school visual arts visual artsvisual,slice life slice lifeslice,long
2577,every,action adventure fantasy romance,chaika coffin princess
3511,gag humor gag humorgag,comedy,gyagu manga biyori +
219,iyashikei mythology,slice life slice lifeslice supernatural,natsume 's book friends
485,mythology,action adventure fantasy sci fi,saint seiya hades chapter sanctuary
2238,historical,adventure drama romance,legend condor hero
3402,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc gag humor gag humorgag parody vampire,comedy ecchi,magipoka renkin sankyu magical pokan renkin kyuu magical pokan
3070,every,action adventure comedy fantasy,toriko movie secret recipe gourmet god
258,isekai reincarnation,adventure drama fantasy ecchi,mushoku tensei jobless reincarnation season
386,school,gourmet ecchi,food wars shokugeki soma
847,every,action adventure drama fantasy mystery sci fi,wolf 's rain
2507,every,award winning award winningaward drama,fortune favors lady nikuko
1330,every,adventure sci fi,secret cerulean sand
2843,mecha military,action adventure comedy romance sci fi,mars daybreak
3844,every,action adventure fantasy,wrong try pick girls dungeon ii past future
2770,every,drama romance supernatural,sky
2095,historical martial arts martial artsmartial,action adventure fantasy,martial universe martial movement upheaval earth shattering martial arts
2274,psychological,supernatural suspense,future diary redial
209,every,drama fantasy,beast player erin
3500,harem vampire,action fantasy ecchi,strike blood fourth
1188,martial arts martial artsmartial,action,kengan ashura nd season
1620,workplace,drama romance,rain
2594,adult cast adult castadult,action adventure comedy mystery,lupin third part
3106,historical samurai,action drama,intrigue bakumatsu irohanihoheto
596,every,action drama fantasy,genshin impact song burning embers
3030,parody,adventure comedy fantasy,shakugan shana tan gekijouban
2694,every,action adventure fantasy,tower druaga sword uruk
296,otaku culture otaku cultureotaku school,boys love boys loveboys,sasaki miyano
1964,martial arts martial artsmartial,action adventure,soulmate adventure season
507,adult cast adult castadult organized crime organized crimeorganized,action,black lagoon
7,gag humor gag humorgag historical parody samurai,action comedy sci fi,gintama season
2684,school,nan,amagami ss little sister
2954,martial arts martial artsmartial super power super powersuper,action fantasy,kurokami animation
2741,every,action boys love boys loveboys comedy supernatural,spiritpact
2815,gag humor gag humorgag school super power super powersuper,comedy supernatural,little lies tell
3407,adult cast adult castadult historical,drama romance,emma victorian romance intermission
3016,mahou shoujo mahou shoujomahou,action fantasy,tropical rouge precure snow princess miracle ring
3345,every,adventure sports,beyblade metal fury
3783,vampire,action fantasy,servamp
3725,historical martial arts martial artsmartial,action fantasy,young brewmaster 's adventure
2688,every,action sci fi,cencoroll connect
790,gag humor gag humorgag parody super power super powersuper,comedy,astro fighter sunred
1173,romantic subtext romantic subtextromantic workplace,comedy,wagnaria
927,every,drama mystery supernatural,kubikiri cycle
2290,childcare delinquents mythology school,action comedy supernatural,beelzebub jump super anime tour special beelzebub jump festa special
1351,every,drama romance,centimeters per second
3166,military psychological,action drama mystery suspense,yugo negotiator
96,gore military survival,action award winning award winningaward drama suspense,attack titan
43,historical military,action,kingdom season
1826,historical,comedy romance supernatural,fox spirit matchmaker th season
2548,anthropomorphic,comedy slice life slice lifeslice,damekko dobutsu useless animals
2347,pets,slice life slice lifeslice,cat standing points
2547,every,action adventure comedy,long
2966,team sports team sportsteam,comedy sports,big windup
25,every,award winning award winningaward drama fantasy,violet evergarden movie
3452,every,adventure comedy,eiga crayon shin chan mononoke ninja chinfuuden
1509,video game video gamevideo,action adventure comedy fantasy,bofuri n't want get hurt 'll max defense
679,performing arts performing artsperforming,award winning award winningaward sports,yuri ice
1402,school,comedy,free dive future episode
781,anthropomorphic,adventure comedy fantasy sci fi,doraemon
2605,historical reverse harem reverse haremreverse,adventure fantasy romance,saiunkoku monogatari soushuuhen saiunkoku picture scroll saiunkoku emaki
3505,mecha military space,drama romance sci fi,mobile suit zeta gundam new translation ii lovers
2748,harem isekai otaku culture otaku cultureotaku parody,comedy fantasy,outbreak company
2800,childcare,comedy romance,papakiki special listen girls 'm father special listen girls father warm fuzzies
1175,racing,sports,yowamushi pedal rd season yowapeda rd season
1601,isekai reincarnation,action adventure comedy fantasy,time got reincarnated slime oad
3522,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,slice life slice lifeslice,anne happy
3288,every,fantasy,chillin ' getting fired demon king 's army
2071,school visual arts visual artsvisual,comedy,handa kun
883,super power super powersuper vampire,action fantasy,blood blockade battlefront beyond
3489,video game video gamevideo,fantasy sports,blue archive beautiful day dreamer
67,psychological romantic subtext romantic subtextromantic school,comedy,kaguya sama love war season
2024,historical,adventure comedy fantasy,doraemon movie nobita 's legend sun king
2400,music,drama sci fi,kowarekake orgol movie half broken music box movie
2634,gore psychological,horror mystery supernatural,higurashi cry outbreak
2252,mythology,action fantasy romance,twin star exorcists
2356,every,comedy sci fi,diary crazed family
31,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc music,comedy,bocchi rock
1431,every,mystery,file young kindaichi returns
1744,military,award winning award winningaward drama romance sci fi,place promised early days
2778,every,drama romance sports,suzuka
1598,every,comedy sports,prince tennis ii specials
610,super power super powersuper,action,hero academia heroes rising
2283,gag humor gag humorgag love polygon love polygonlove school,comedy romance,school rumble rd semester
570,medical,drama fantasy romance,snow white red hair
3576,martial arts martial artsmartial super power super powersuper,action,project arms
343,isekai,drama fantasy romance,game life zero
1765,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei school,gourmet slice life slice lifeslice,diary days breakwater
1779,idols female idols female idols music,nan,idoly pride
678,historical vampire,action fantasy mystery,case study vanitas
